DISTRICT NAME,SUB-DISTRICT NAME
Prakasam,Santhanuthala Padu
Prakasam,Ongole
Prakasam,Kotha Patnam
Prakasam,Tangutur
Prakasam,Zarugumilli
Prakasam,Ponnaluru
Prakasam,Pedacherlo Palle
Prakasam,Chandra Sekhara Puram
Prakasam,Pamur
Prakasam,Voletivaripalem
Prakasam,Kandukur
Prakasam,Singarayakonda
Prakasam,Lingasamudram
Prakasam,Gudluru
Prakasam,Ulavapadu
Sri Potti Sriramulu Nellore,Seetharamapuram
Sri Potti Sriramulu Nellore,Udayagiri
Sri Potti Sriramulu Nellore,Varikuntapadu
Sri Potti Sriramulu Nellore,Kondapuram
Sri Potti Sriramulu Nellore,Jaladanki
Sri Potti Sriramulu Nellore,Kavali
Sri Potti Sriramulu Nellore,Bogole
Sri Potti Sriramulu Nellore,Kaligiri
Sri Potti Sriramulu Nellore,Vinjamur
Sri Potti Sriramulu Nellore,Duttalur
Sri Potti Sriramulu Nellore,Marripadu
Sri Potti Sriramulu Nellore,Atmakur
Sri Potti Sriramulu Nellore,Anumasamudrampeta
Sri Potti Sriramulu Nellore,Dagadarthi
Sri Potti Sriramulu Nellore,Allur
Sri Potti Sriramulu Nellore,Vidavalur
Sri Potti Sriramulu Nellore,Kodavalur
Sri Potti Sriramulu Nellore,Buchireddipalem
Sri Potti Sriramulu Nellore,Sangam
Sri Potti Sriramulu Nellore,Chejerla
Sri Potti Sriramulu Nellore,Ananthasagaram
Sri Potti Sriramulu Nellore,Kaluvoya
Sri Potti Sriramulu Nellore,Rapur
Sri Potti Sriramulu Nellore,Podalakur
Sri Potti Sriramulu Nellore,Nellore
Sri Potti Sriramulu Nellore,Kovur
Sri Potti Sriramulu Nellore,Indukurpet
Sri Potti Sriramulu Nellore,Thotapalligudur
Sri Potti Sriramulu Nellore,Muthukur
Sri Potti Sriramulu Nellore,Venkatachalam
Sri Potti Sriramulu Nellore,Manubolu
Sri Potti Sriramulu Nellore,Gudur
Sri Potti Sriramulu Nellore,Sydapuram
Sri Potti Sriramulu Nellore,Dakkili
Sri Potti Sriramulu Nellore,Venkatagiri
Sri Potti Sriramulu Nellore,Balayapalle
Sri Potti Sriramulu Nellore,Ojili
Sri Potti Sriramulu Nellore,Chillakur
Sri Potti Sriramulu Nellore,Kota
Sri Potti Sriramulu Nellore,Vakadu
Sri Potti Sriramulu Nellore,Chittamur
Sri Potti Sriramulu Nellore,Naidupet
Sri Potti Sriramulu Nellore,Pellakur
Sri Potti Sriramulu Nellore,Doravarisatram
Sri Potti Sriramulu Nellore,Sullurpeta
Sri Potti Sriramulu Nellore,Tada
Y.S.R.,Kondapuram
Y.S.R.,Mylavaram
Y.S.R.,Peddamudium
Y.S.R.,Rajupalem
Y.S.R.,Duvvur
Y.S.R.,S.Mydukur
Y.S.R.,Brahmamgarimattam
Y.S.R.,Sri Avadhutha Kasinayana
Y.S.R.,Kalasapadu
Y.S.R.,Porumamilla
Y.S.R.,B.Kodur
Y.S.R.,Badvel
Y.S.R.,Gopavaram
Y.S.R.,Khajipet
Y.S.R.,Chapad
Y.S.R.,Proddatur
Y.S.R.,Jammalamadugu
Y.S.R.,Muddanur
Y.S.R.,Simhadripuram
Y.S.R.,Lingala
Y.S.R.,Pulivendla
Y.S.R.,Vemula
Y.S.R.,Thondur
Y.S.R.,Veerapunayunipalle
Y.S.R.,Yerraguntla
Y.S.R.,Kamalapuram
Y.S.R.,Vallur
Y.S.R.,Chennur
Y.S.R.,Atlur
Y.S.R.,Vontimitta
Y.S.R.,Sidhout
Y.S.R.,Chinthakommadinne
Y.S.R.,Pendlimarri
Y.S.R.,Vempalle
Y.S.R.,Chakrayapet
Y.S.R.,Galiveedu
Y.S.R.,Chinnamandem
Y.S.R.,Sambepalle
Y.S.R.,T Sundupalle
Y.S.R.,Rayachoti
Y.S.R.,Lakkireddipalle
Y.S.R.,Ramapuram
Y.S.R.,Veeraballe
Y.S.R.,Nandalur
Y.S.R.,Penagalur
Y.S.R.,Chitvel
Y.S.R.,Rajampet
Y.S.R.,Pullampeta
Y.S.R.,Obulavaripalle
Y.S.R.,Kodur
Kurnool,Mantralayam
Kurnool,Kosigi
Kurnool,Kowthalam
Kurnool,Pedda Kadubur
Kurnool,Yemmiganur
Kurnool,Nandavaram
Kurnool,C.Belagal
Kurnool,Gudur
Kurnool,Kallur
Kurnool,Kurnool
Kurnool,Nandikotkur
Kurnool,Pagidyala
Kurnool,Jupadu Bungalow
Kurnool,Kothapalle
Kurnool,Srisailam
Kurnool,Atmakur
Kurnool,Pamulapadu
Kurnool,Midthur
Kurnool,Orvakal
Kurnool,Kodumur
Kurnool,Gonegandla
Kurnool,Adoni
Kurnool,Holagunda
Kurnool,Halaharvi
Kurnool,Alur
Kurnool,Aspari
Kurnool,Devanakonda
Kurnool,Krishnagiri
Kurnool,Veldurthi
Kurnool,Bethamcherla
Kurnool,Panyam
Kurnool,Gadivemula
Kurnool,Velgode
Kurnool,Bandi Atmakur
Kurnool,Nandyal
Kurnool,Mahanandi
Kurnool,Sirvel
Kurnool,Gospadu
Kurnool,Banaganapalle
Kurnool,Dhone
Kurnool,Pattikonda
Kurnool,Chippagiri
Kurnool,Maddikera (East)
Kurnool,Tuggali
Kurnool,Peapally
Kurnool,Owk
Kurnool,Koilkuntla
Kurnool,Rudravaram
Kurnool,Allagadda
Kurnool,Dornipadu
Kurnool,Sanjamala
Kurnool,Kolimigundla
Kurnool,Uyyalawada
Kurnool,Chagalamarri
Anantapur,D.Hirehal
Anantapur,Rayadurg
Anantapur,Kanekal
Anantapur,Bommanahal
Anantapur,Vidapanakal
Anantapur,Guntakal
Anantapur,Gooty
Anantapur,Peddavadugur
Anantapur,Yadiki
Anantapur,Tadpatri
Anantapur,Peddapappur
Anantapur,Pamidi
Anantapur,Vajrakarur
Anantapur,Uravakonda
Anantapur,Beluguppa
Anantapur,Gummagatta
Anantapur,Brahmasamudram
Anantapur,Kalyandurg
Anantapur,Atmakur
Anantapur,Kudair
Anantapur,Garladinne
Anantapur,Singanamala
Anantapur,Putlur
Anantapur,Yellanur
Anantapur,Narpala
Anantapur,Bukkaraya Samudram
Anantapur,Anantapur
Anantapur,Raptadu
Anantapur,Settur
Anantapur,Kundurpi
Anantapur,Kambadur
Anantapur,Kanaganapalle
Anantapur,Dharmavaram
Anantapur,Bathalapalle
Anantapur,Tadimarri
Anantapur,Mudigubba
Anantapur,Talupula
Anantapur,Nambulipulikunta
Anantapur,Gandlapenta
Anantapur,Kadiri
Anantapur,Nallamada
Anantapur,Bukkapatnam
Anantapur,Kothacheruvu
Anantapur,Chennekothapalle
Anantapur,Ramagiri
Anantapur,Roddam
Anantapur,Madakasira
Anantapur,Amarapuram
Anantapur,Gudibanda
Anantapur,Rolla
Anantapur,Agali
Anantapur,Parigi
Anantapur,Penukonda
Anantapur,Puttaparthi
Anantapur,Obuladevaracheruvu
Anantapur,Nallacheruvu
Anantapur,Tanakal
Anantapur,Amadagur
Anantapur,Gorantla
Anantapur,Somandepalle
Anantapur,Hindupur
Anantapur,Lepakshi
Anantapur,Chilamathur
Chittoor,Mulakalacheruvu
Chittoor,Thamballapalle
Chittoor,Peddamandyam
Chittoor,Gurramkonda
Chittoor,Kalakada
Chittoor,Kambhamvaripalle
Chittoor,Rompicherla
Chittoor,Yerravaripalem
Chittoor,Tirupati (Rural)
Chittoor,Renigunta
Chittoor,Yerpedu
Chittoor,Srikalahasti
Chittoor,Thottambedu
Chittoor,Buchinaidu Kandriga
Chittoor,Varadaiahpalem
Chittoor,K.V.B.Puram
Chittoor,Tirupati (Urban)
Chittoor,Chandragiri
Chittoor,Chinnagottigallu
Chittoor,Pileru
Chittoor,Kalikiri
Chittoor,Valmikipuram
Chittoor,Kurabalakota
Chittoor,Pedda Thippasamudram
Chittoor,B.Kothakota
Chittoor,Madanapalle
Chittoor,Nimmanapalle
Chittoor,Sodam
Chittoor,Pulicherla
Chittoor,Pakala
Chittoor,Vedurukuppam
Chittoor,Ramachandrapuram
Chittoor,Vadamalapeta
Chittoor,Narayanavanam
Chittoor,Pichatur
Chittoor,Satyavedu
Chittoor,Nagalapuram
Chittoor,Nindra
Chittoor,Vijayapuram
Chittoor,Nagari
Chittoor,Puttur
Chittoor,Karvetinagar
Chittoor,Penumuru
Chittoor,Puthalapattu
Chittoor,Irala
Chittoor,Somala
Chittoor,Chowdepalle
Chittoor,Ramasamudram
Chittoor,Punganur
Chittoor,Peddapanjani
Chittoor,Gangavaram
Chittoor,Thavanampalle
Chittoor,Srirangarajapuram
Chittoor,Gangadhara Nellore
Chittoor,Chittoor
Chittoor,Palamaner
Chittoor,Baireddipalle
Chittoor,Venkatagirikota
Chittoor,Santhipuram
Chittoor,Gudupalle
Chittoor,Kuppam
Chittoor,Ramakuppam
Chittoor,Bangarupalem
Chittoor,Yadamarri
Chittoor,Gudipala
Chittoor,Palasamudram
Belgaum,Chikodi
Belgaum,Athni
Belgaum,Raybag
Belgaum,Gokak
Belgaum,Hukeri
Belgaum,Belgaum
Belgaum,Khanapur
Belgaum,Sampgaon
Belgaum,Parasgad
Belgaum,Ramdurg
Bagalkot,Jamkhandi
Bagalkot,Bilgi
Bagalkot,Mudhol
Bagalkot,Badami
Bagalkot,Bagalkot
Bagalkot,Hungund
Bijapur,Indi
Bijapur,Sindgi
Bijapur,Basavana Bagevadi
Bijapur,Muddebihal
Bidar,Basavakalyan
Bidar,Bhalki
Bidar,Aurad
Bidar,Bidar
Bidar,Homnabad
Raichur,Lingsugur
Raichur,Devadurga
Raichur,Raichur
Raichur,Manvi
Raichur,Sindhnur
Koppal,Yelbarga
Koppal,Kushtagi
Koppal,Gangawati
Koppal,Koppal
Gadag,Nargund
Gadag,Ron
Gadag,Gadag
Gadag,Shirhatti
Gadag,Mundargi
Dharwad,Dharwad
Dharwad,Navalgund
Dharwad,Hubli
Dharwad,Kalghatgi
Dharwad,Kundgol
Uttara Kannada,Karwar
Uttara Kannada,Supa
Uttara Kannada,Haliyal
Uttara Kannada,Yellapur
Uttara Kannada,Mundgod
Uttara Kannada,Sirsi
Uttara Kannada,Ankola
Uttara Kannada,Kumta
Uttara Kannada,Siddapur
Uttara Kannada,Honavar
Uttara Kannada,Bhatkal
Haveri,Shiggaon
Haveri,Savanur
Haveri,Hangal
Haveri,Haveri
Haveri,Byadgi
Haveri,Hirekerur
Haveri,Ranibennur
Bellary,Hadagalli
Bellary,Hagaribommanahalli
Bellary,Hospet
Bellary,Siruguppa
Bellary,Bellary
Bellary,Sandur
Bellary,Kudligi
Chitradurga,Molakalmuru
Chitradurga,Challakere
Chitradurga,Chitradurga
Chitradurga,Holalkere
Chitradurga,Hosdurga
Chitradurga,Hiriyur
Davanagere,Harihar
Davanagere,Harapanahalli
Davanagere,Jagalur
Davanagere,Davanagere
Davanagere,Honnali
Davanagere,Channagiri
Shimoga,Sagar
Shimoga,Sorab
Shimoga,Shikarpur
Shimoga,Hosanagara
Shimoga,Tirthahalli
Shimoga,Shimoga
Shimoga,Bhadravati
Udupi,Kundapura
Udupi,Udupi
Udupi,Karkal
Chikmagalur,Sringeri
Chikmagalur,Koppa
Chikmagalur,Narasimharajapura
Chikmagalur,Tarikere
Chikmagalur,Kadur
Chikmagalur,Chikmagalur
Chikmagalur,Mudigere
Tumkur,Chiknayakanhalli
Tumkur,Sira
Tumkur,Pavagada
Tumkur,Madhugiri
Tumkur,Koratagere
Tumkur,Tumkur
Tumkur,Gubbi
Tumkur,Tiptur
Tumkur,Turuvekere
Tumkur,Kunigal
Bangalore,Bangalore North
Bangalore,Bangalore South
Bangalore,Bangalore East
Bangalore,Anekal
Mandya,Krishnarajpet
Mandya,Nagamangala
Mandya,Pandavapura
Mandya,Shrirangapattana
Mandya,Mandya
Mandya,Maddur
Mandya,Malavalli
Hassan,Sakleshpur
Hassan,Belur
Hassan,Arsikere
Hassan,Hassan
Hassan,Alur
Hassan,Arkalgud
Hassan,Hole Narsipur
Hassan,Channarayapatna
Dakshina Kannada,Mangalore
Dakshina Kannada,Bantval
Dakshina Kannada,Beltangadi
Dakshina Kannada,Puttur
Dakshina Kannada,Sulya
Kodagu,Madikeri
Kodagu,Somvarpet
Kodagu,Virajpet
Mysore,Piriyapatna
Mysore,Hunsur
Mysore,Krishnarajanagara
Mysore,Mysore
Mysore,Heggadadevankote
Mysore,Nanjangud
Mysore,Tirumakudal - Narsipur
Chamarajanagar,Gundlupet
Chamarajanagar,Chamarajanagar
Chamarajanagar,Yelandur
Chamarajanagar,Kollegal
Gulbarga,Aland
Gulbarga,Afzalpur
Gulbarga,Gulbarga
Gulbarga,Chincholi
Gulbarga,Sedam
Gulbarga,Chitapur
Gulbarga,Jevargi
Yadgir,Shorapur
Yadgir,Shahpur
Yadgir,Yadgir
Kolar,Srinivaspur
Kolar,Kolar
Kolar,Malur
Kolar,Bangarapet
Kolar,Mulbagal
Chikkaballapura,Gauribidanur
Chikkaballapura,Chikkaballapura
Chikkaballapura,Gudibanda
Chikkaballapura,Bagepalli
Chikkaballapura,Sidlaghatta
Chikkaballapura,Chintamani
Bangalore Rural,Nelamangala
Bangalore Rural,Dod Ballapur
Bangalore Rural,Devanahalli
Bangalore Rural,Hosakote
Ramanagara,Magadi
Ramanagara,Ramanagara
Ramanagara,Channapatna
Ramanagara,Kanakapura
North Goa,Pernem
North Goa,Bardez
North Goa,Tiswadi
North Goa,Bicholim
North Goa,Satari
North Goa,Ponda
South Goa,Mormugao
South Goa,Salcete
South Goa,Quepem
South Goa,Sanguem
South Goa,Canacona
Lakshadweep,Amini
Lakshadweep,Bitra
Lakshadweep,Chetlat
Lakshadweep,Kiltan
Lakshadweep,Kadmat
Lakshadweep,Kavaratti
Lakshadweep,Agatti
Lakshadweep,Andrott
Lakshadweep,Kalpeni
Lakshadweep,Minicoy
Kasaragod,Kasaragod
Kasaragod,Hosdurg
Kannur,Taliparamba
Kannur,Kannur
Kannur,Thalassery
Wayanad,Mananthavady
Wayanad,Sulthanbathery
Wayanad,Vythiri
Kozhikode,Vadakara
Kozhikode,Quilandy
Kozhikode,Kozhikode
Malappuram,Ernad
Malappuram,Nilambur
Malappuram,Perinthalmanna
Malappuram,Tirur
Malappuram,Tirurangadi
Malappuram,Ponnani
Palakkad,Ottappalam
Palakkad,Mannarkad
Palakkad,Palakkad
Palakkad,Chittur
Palakkad,Alathur
Thrissur,Talappilly
Thrissur,Chavakkad
Thrissur,Thrissur
Thrissur,Kodungallur
Thrissur,Mukundapuram
Ernakulam,Kunnathunad
Ernakulam,Aluva
Ernakulam,Paravur
Ernakulam,Kochi
Ernakulam,Kanayannur
Ernakulam,Muvattupuzha
Ernakulam,Kothamangalam
Idukki,Devikulam
Idukki,Udumbanchola
Idukki,Thodupuzha
Idukki,Peerumade
Kottayam,Meenachil
Kottayam,Vaikom
Kottayam,Kottayam
Kottayam,Changanassery
Kottayam,Kanjirappally
Alappuzha,Cherthala
Alappuzha,Ambalappuzha
Alappuzha,Kuttanad
Alappuzha,Karthikappally
Alappuzha,Chengannur
Alappuzha,Mavelikkara
Pathanamthitta,Thiruvalla
Pathanamthitta,Mallappally
Pathanamthitta,Ranni
Pathanamthitta,Kozhenchery
Pathanamthitta,Adoor
Kollam,Karunagappally
Kollam,Kunnathur
Kollam,Pathanapuram
Kollam,Kottarakkara
Kollam,Kollam
Thiruvananthapuram,Chirayinkeezhu
Thiruvananthapuram,Nedumangad
Thiruvananthapuram,Thiruvananthapuram
Thiruvananthapuram,Neyyattinkara
Thiruvallur,Gummidipoondi
Thiruvallur,Ponneri
Thiruvallur,Uthukkottai
Thiruvallur,Tiruttani
Thiruvallur,Pallipattu
Thiruvallur,Thiruvallur
Thiruvallur,Poonamallee
Thiruvallur,Ambattur
Thiruvallur,Mathavaram
Kancheepuram,Sriperumbudur
Kancheepuram,Tambaram
Kancheepuram,Alandur
Kancheepuram,Sholinganallur
Kancheepuram,Chengalpattu
Kancheepuram,Kancheepuram
Kancheepuram,Uthiramerur
Kancheepuram,Tirukalukundram
Kancheepuram,Maduranthakam
Kancheepuram,Cheyyur
Vellore,Gudiyatham
Vellore,Katpadi
Vellore,Wallajah
Vellore,Arakonam
Vellore,Arcot
Vellore,Vellore
Vellore,Vaniyambadi
Vellore,Ambur
Vellore,Tirupathur
Tiruvannamalai,Arani
Tiruvannamalai,Cheyyar
Tiruvannamalai,Vandavasi
Tiruvannamalai,Polur
Tiruvannamalai,Chengam
Tiruvannamalai,Thandrampet
Tiruvannamalai,Tiruvannamalai
Viluppuram,Gingee
Viluppuram,Tindivanam
Viluppuram,Vanur
Viluppuram,Viluppuram
Viluppuram,Tirukkoyilur
Viluppuram,Sankarapuram
Viluppuram,Kallakkurichi
Viluppuram,Ulundurpettai
Salem,Mettur
Salem,Omalur
Salem,Edappadi
Salem,Sankari
Salem,Salem
Salem,Yercaud
Salem,Vazhapadi
Salem,Attur
Salem,Gangavalli
Namakkal,Tiruchengode
Namakkal,Rasipuram
Namakkal,Namakkal
Namakkal,Paramathi-Velur
Erode,Sathyamangalam
Erode,Bhavani
Erode,Gobichettipalayam
Erode,Perundurai
Erode,Erode
The Nilgiris,Panthalur
The Nilgiris,Gudalur
The Nilgiris,Udhagamandalam
The Nilgiris,Kotagiri
The Nilgiris,Coonoor
The Nilgiris,Kundah
Dindigul,Palani
Dindigul,Oddanchatram
Dindigul,Vedasandur
Dindigul,Natham
Dindigul,Dindigul
Dindigul,Attur
Dindigul,Kodaikanal
Dindigul,Nilakkottai
Karur,Aravakurichi
Karur,Karur
Karur,Krishnarayapuram
Karur,Kulithalai
Karur,Kadavur
Tiruchirappalli,Thottiyam
Tiruchirappalli,Musiri
Tiruchirappalli,Thuraiyur
Tiruchirappalli,Manachanallur
Tiruchirappalli,Lalgudi
Tiruchirappalli,Srirangam
Tiruchirappalli,Tiruchirappalli
Tiruchirappalli,Thiruverumbur
Tiruchirappalli,Manapparai
Perambalur,Veppanthattai
Perambalur,Perambalur
Perambalur,Kunnam
Ariyalur,Sendurai
Ariyalur,Udayarpalayam
Ariyalur,Ariyalur
Cuddalore,Panruti
Cuddalore,Cuddalore
Cuddalore,Kurinjipadi
Cuddalore,Chidambaram
Cuddalore,Kattumannarkoil
Cuddalore,Virudhachalam
Cuddalore,Tittakudi
Nagapattinam,Sirkali
Nagapattinam,Mayiladuthurai
Nagapattinam,Kuthalam
Nagapattinam,Tharangambadi
Nagapattinam,Nagapattinam
Nagapattinam,Kilvelur
Nagapattinam,Thirukkuvalai
Nagapattinam,Vedaranyam
Thiruvarur,Valangaiman
Thiruvarur,Kodavasal
Thiruvarur,Nannilam
Thiruvarur,Thiruvarur
Thiruvarur,Needamangalam
Thiruvarur,Mannargudi
Thiruvarur,Thiruthuraipoondi
Thanjavur,Thiruvidaimarudur
Thanjavur,Kumbakonam
Thanjavur,Papanasam
Thanjavur,Thiruvaiyaru
Thanjavur,Thanjavur
Thanjavur,Orathanadu
Thanjavur,Pattukkottai
Thanjavur,Peravurani
Pudukkottai,Iluppur
Pudukkottai,Kulathur
Pudukkottai,Gandarvakkottai
Pudukkottai,Pudukkottai
Pudukkottai,Thirumayam
Pudukkottai,Ponnamaravathi
Pudukkottai,Alangudi
Pudukkottai,Karambakudi
Pudukkottai,Aranthangi
Pudukkottai,Manamelkudi
Pudukkottai,Avudayarkoil
Sivaganga,Tirupathur
Sivaganga,Karaikkudi
Sivaganga,Devakottai
Sivaganga,Sivaganga
Sivaganga,Manamadurai
Sivaganga,Ilayangudi
Madurai,Melur
Madurai,Madurai North
Madurai,Vadipatti
Madurai,Usilampatti
Madurai,Peraiyur
Madurai,Thirumangalam
Madurai,Madurai South
Theni,Bodinayakanur
Theni,Periyakulam
Theni,Theni
Theni,Uthamapalayam
Theni,Andipatti
Virudhunagar,Rajapalayam
Virudhunagar,Srivilliputhur
Virudhunagar,Sivakasi
Virudhunagar,Virudhunagar
Virudhunagar,Kariapatti
Virudhunagar,Tiruchuli
Virudhunagar,Aruppukkottai
Virudhunagar,Sattur
Ramanathapuram,Tiruvadanai
Ramanathapuram,Paramakudi
Ramanathapuram,Mudukulathur
Ramanathapuram,Kamuthi
Ramanathapuram,Kadaladi
Ramanathapuram,Ramanathapuram
Ramanathapuram,Rameswaram
Thoothukkudi,Kovilpatti
Thoothukkudi,Ettayapuram
Thoothukkudi,Vilathikulam
Thoothukkudi,Ottapidaram
Thoothukkudi,Thoothukkudi
Thoothukkudi,Srivaikuntam
Thoothukkudi,Tiruchendur
Thoothukkudi,Sathankulam
Tirunelveli,Sivagiri
Tirunelveli,Sankarankoil
Tirunelveli,Veerakeralamputhur
Tirunelveli,Tenkasi
Tirunelveli,Shenkottai
Tirunelveli,Alangulam
Tirunelveli,Tirunelveli
Tirunelveli,Palayamkottai
Tirunelveli,Ambasamudram
Tirunelveli,Nanguneri
Tirunelveli,Radhapuram
Kanniyakumari,Vilavancode
Kanniyakumari,Kalkulam
Kanniyakumari,Thovala
Kanniyakumari,Agastheeswaram
Dharmapuri,Palakkodu
Dharmapuri,Harur
Dharmapuri,Pappireddipatti
Dharmapuri,Dharmapuri
Dharmapuri,Pennagaram
Krishnagiri,Hosur
Krishnagiri,Krishnagiri
Krishnagiri,Denkanikottai
Krishnagiri,Pochampalli
Krishnagiri,Uthangarai
Coimbatore,Mettupalayam
Coimbatore,Sulur
Coimbatore,Coimbatore North
Coimbatore,Coimbatore South
Coimbatore,Pollachi
Tiruppur,Kangeyam
Tiruppur,Dharapuram
Tiruppur,Avanashi
Tiruppur,Tiruppur
Tiruppur,Palladam
Tiruppur,Udumalaipettai
Tiruppur,Madathukulam
Puducherry,Puducherry Taluk
Puducherry,Villianur Taluk
Puducherry,Bahour Taluk
Karaikal,Karaikal Taluk
Karaikal,Thirunallar Taluk
Nicobars,Car Nicobar
Nicobars,Nancowry
Nicobars,Great Nicobar
North  & Middle Andaman,Diglipur
North  & Middle Andaman,Mayabunder
North  & Middle Andaman,Rangat
South Andaman,Ferrargunj
South Andaman,Port Blair
South Andaman,Little Andaman
